mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model,param_model__metric,param_model__n_neighbors,param_model__weights,param_pca__n_components,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,split5_train_accuracy,split6_train_accuracy,split7_train_accuracy,split8_train_accuracy,split9_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,split3_test_precision_macro,split4_test_precision_macro,split5_test_precision_macro,split6_test_precision_macro,split7_test_precision_macro,split8_test_precision_macro,split9_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_train_precision_macro,split1_train_precision_macro,split2_train_precision_macro,split3_train_precision_macro,split4_train_precision_macro,split5_train_precision_macro,split6_train_precision_macro,split7_train_precision_macro,split8_train_precision_macro,split9_train_precision_macro,mean_train_precision_macro,std_train_precision_macro
0.43838136196136473,0.10556380573290092,2.386781907081604,0.31995167215927783,"KNeighborsClassifier(metric='manhattan', n_neighbors=7, weights='distance')",manhattan,7,distance,,"{'model': KNeighborsClassifier(metric='manhattan', n_neighbors=7, weights='distance'), 'model__metric': 'manhattan', 'model__n_neighbors': 7, 'model__weights': 'distance', 'pca__n_components': None}",0.7252573238321457,0.7480190174326465,0.7361331220285261,0.7290015847860539,0.722662440570523,0.7567353407290016,0.7472266244057052,0.7329635499207607,0.7503961965134707,0.7543581616481775,0.7402753361867012,0.011888847537292885,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7200408177821923,0.7434665561929764,0.7317437089396411,0.7258898808679992,0.7203413341748155,0.7506731466747586,0.7410054288453269,0.7314435585514909,0.7413131773306151,0.7518583323538275,0.7357775941713645,0.011028635097444325,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
