mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__criterion,param_model__max_depth,param_model__max_features,param_model__n_estimators,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,split5_train_accuracy,split6_train_accuracy,split7_train_accuracy,split8_train_accuracy,split9_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,split3_test_precision_macro,split4_test_precision_macro,split5_test_precision_macro,split6_test_precision_macro,split7_test_precision_macro,split8_test_precision_macro,split9_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_train_precision_macro,split1_train_precision_macro,split2_train_precision_macro,split3_train_precision_macro,split4_train_precision_macro,split5_train_precision_macro,split6_train_precision_macro,split7_train_precision_macro,split8_train_precision_macro,split9_train_precision_macro,mean_train_precision_macro,std_train_precision_macro
3.192345666885376,0.09056587938939993,0.05162959098815918,0.007979382980642886,gini,5,auto,200,"{'model__criterion': 'gini', 'model__max_depth': 5, 'model__max_features': 'auto', 'model__n_estimators': 200}",0.6362916006339144,0.6410459587955626,0.6354992076069731,0.6410459587955626,0.6497622820919176,0.6362916006339144,0.6473851030110935,0.6632329635499208,0.6458003169572107,0.6347068145800316,0.6431061806656102,0.00839487964383457,31,0.6627047015319598,0.6625286141926395,0.658742736397253,0.6608557844690967,0.6646416622644832,0.659887304102835,0.6567177319950696,0.6553970769501672,0.6612079591477372,0.6642894875858426,0.6606973058637085,0.0029075213862370624,0.6350738593655688,0.6392108795485442,0.6347426997588805,0.6374270692153816,0.6465573260557811,0.6318859043149768,0.6401536208154907,0.6615131646401978,0.6460753377222799,0.640040586737962,0.6412680448175063,0.008072531674726135,31,0.6619418868394927,0.6617892713112782,0.6572077719117811,0.6607693795259696,0.6674403786542998,0.6577280246775319,0.655260868335457,0.6536488809689364,0.6609598484310053,0.6635041459593741,0.6600250456615127,0.003897077907917035
7.7751229763031,0.24696832100397578,0.09507651329040527,0.01325011520746078,gini,5,auto,500,"{'model__criterion': 'gini', 'model__max_depth': 5, 'model__max_features': 'auto', 'model__n_estimators': 500}",0.6347068145800316,0.6418383518225039,0.6339144215530903,0.6450079239302694,0.6473851030110935,0.6339144215530903,0.6473851030110935,0.6774960380348652,0.6489698890649762,0.6275752773375595,0.6438193343898575,0.013170182360217633,30,0.6591829547455538,0.6632329635499208,0.6556612079591477,0.658126430709632,0.6634970945589013,0.6638492692375418,0.6582144743792921,0.6548688149322064,0.6606796971297764,0.6612079591477372,0.659852086634971,0.003028548667875818,0.6338244948593565,0.6404042256369417,0.6369229403294252,0.6408820326146352,0.6437585244593383,0.6292506258347332,0.6405594121699234,0.677871404214856,0.6489636038956059,0.6341864357367645,0.6426623699751579,0.012868721286469445,28,0.6594026473317108,0.6624363015590913,0.654746049202964,0.6571827295589998,0.6650324487304143,0.6619975626097003,0.6564808229934638,0.6535858791245015,0.6609506027684805,0.6609312081409682,0.6592746252020294,0.0034811473033362476
3.1886276483535765,0.24591107472111573,0.04845373630523682,0.0025750023048532913,gini,5,sqrt,200,"{'model__criterion': 'gini', 'model__max_depth': 5, 'model__max_features': 'sqrt', 'model__n_estimators': 200}",0.6370839936608558,0.6418383518225039,0.6394611727416799,0.6426307448494454,0.6465927099841522,0.6386687797147385,0.652931854199683,0.6671949286846276,0.6513470681458003,0.6323296354992076,0.6450079239302694,0.009528505556613266,27,0.6615601338263779,0.6612079591477372,0.6571579503433703,0.6583905617186124,0.6583025180489522,0.6605916534601162,0.6642014439161824,0.6519633738334214,0.6649057932734637,0.6610318718084169,0.659931325937665,0.0035371756587270126,0.6363774371308456,0.6404420618957426,0.6429743170188733,0.6407687150398437,0.6435862573503022,0.6351796359907746,0.6481908634429606,0.668354036541973,0.6519941910688408,0.6378321171119455,0.6445699632592101,0.009325284670387039,26,0.661483948600706,0.661384688397375,0.656253564831111,0.6593209958474141,0.6601742188755236,0.6591257781951401,0.6648985776175022,0.6505399872043537,0.6651364836871877,0.6594641927376014,0.6597782435993915,0.003988453388840365
7.604228067398071,0.12609367487095693,0.09568150043487549,0.007312466963388893,gini,5,sqrt,500,"{'model__criterion': 'gini', 'model__max_depth': 5, 'model__max_features': 'sqrt', 'model__n_estimators': 500}",0.6370839936608558,0.6418383518225039,0.6386687797147385,0.6434231378763867,0.6521394611727417,0.6386687797147385,0.6545166402535658,0.6687797147385103,0.6450079239302694,0.6347068145800316,0.6454833597464342,0.009828229308217862,25,0.6612079591477372,0.6612079591477372,0.6588307800669132,0.6576862123613312,0.6631449198802606,0.6662264483183659,0.6620003521746787,0.6562775136467688,0.6607677407994366,0.6627047015319598,0.661005458707519,0.0027194094297863848,0.6348412174282899,0.6412814388369641,0.640586888923844,0.6407731288079652,0.649219154430191,0.6355388305050255,0.6500744993528332,0.6692961140541429,0.6447389160911727,0.641278923126082,0.6447629111556511,0.00943975482068912,25,0.6608587243562931,0.6610716137841907,0.658162322328286,0.6574253632527393,0.6655362850919618,0.6642052128373489,0.6618227684795306,0.6562774279510896,0.6600250442405706,0.6622857241258604,0.660767048644787,0.002770332077622308
3.0598699331283568,0.09623874858028521,0.04641845226287842,0.002358029035822105,gini,5,log2,200,"{'model__criterion': 'gini', 'model__max_depth': 5, 'model__max_features': 'log2', 'model__n_estimators': 200}",0.6370839936608558,0.6410459587955626,0.6299524564183835,0.6362916006339144,0.6489698890649762,0.6339144215530903,0.6458003169572107,0.6751188589540412,0.6497622820919176,0.6418383518225039,0.6439778129952456,0.012038377437920187,28,0.662264483183659,0.6615601338263779,0.6566296883254094,0.6589188237365733,0.6623525268533192,0.6610318718084169,0.6590068674062335,0.6585666490579327,0.662264483183659,0.6640253565768621,0.6606620883958443,0.002160499087227941,0.6345753930016317,0.6390222641818245,0.6312468436828093,0.6336868862867876,0.6441342544993718,0.6303278548375861,0.6387790980925044,0.6746154442795695,0.6501120488588262,0.6474977619849899,0.6423997849705902,0.012482378791681716,29,0.6621343505976306,0.6614328789912275,0.6553138269073688,0.659361339649019,0.6627611726750994,0.6595753081401406,0.6573525190312388,0.6575468681759533,0.6641903213140327,0.6633175953005782,0.6602986180782289,0.0027835526336963
7.562046408653259,0.13163743501209205,0.09057888984680176,0.0037480096216032156,gini,5,log2,500,"{'model__criterion': 'gini', 'model__max_depth': 5, 'model__max_features': 'log2', 'model__n_estimators': 500}",0.6362916006339144,0.6450079239302694,0.6386687797147385,0.6402535657686212,0.6513470681458003,0.6323296354992076,0.6473851030110935,0.6727416798732171,0.6497622820919176,0.6394611727416799,0.6453248811410459,0.010802150990777788,26,0.6614720901567177,0.6624405705229794,0.6560133826377883,0.6597992604331748,0.6620883958443388,0.6653460116217644,0.6597992604331748,0.6545166402535658,0.6630568762106005,0.6628807888712801,0.6607413276985384,0.0031504505287392945,0.6351717059403119,0.6451596892479651,0.6415386790290304,0.6365007983745338,0.6475155641462803,0.6273206028091975,0.6400384658609891,0.672167700784889,0.6503179781268635,0.6459411013112215,0.6441672285631281,0.011334281853047136,27,0.661661666342486,0.6626293441080183,0.6550292485767547,0.6588853150989818,0.663905257362482,0.6633724337137888,0.658790999143016,0.652160428119359,0.6629082081764877,0.6623841258019161,0.660172702644329,0.0037284562593785033
3.4846904039382935,0.07653787074200458,0.05253615379333496,0.007913405436684432,gini,6,auto,200,"{'model__criterion': 'gini', 'model__max_depth': 6, 'model__max_features': 'auto', 'model__n_estimators': 200}",0.6624405705229794,0.6640253565768621,0.6703645007923931,0.6687797147385103,0.6584786053882726,0.6608557844690967,0.6751188589540412,0.6988906497622821,0.6664025356576863,0.6561014263074485,0.6681458003169573,0.01159062726036548,16,0.691318894171509,0.6905265011445677,0.6856840993132594,0.6892058460996654,0.691230850501849,0.6951047719668956,0.6881493220637436,0.6899982391266068,0.6943123789399542,0.6923754182074309,0.6907906321535482,0.0026506847779797543,0.6608051015558941,0.6626655938837492,0.6702592498214216,0.6640417096687802,0.6569511917858161,0.6587718950610141,0.669802457340765,0.6973412003998505,0.6675211629493097,0.6605259687069216,0.6668685531173522,0.01102575353267352,16,0.6909588999023086,0.6894730306047485,0.6854050218134885,0.6889188404704897,0.6928263905607113,0.6948684766705664,0.6878992672813455,0.6896294054816062,0.6945505501802796,0.6920116856066033,0.6906541568572149,0.0028318908375749383
8.60701298713684,0.16256433642096701,0.09636955261230469,0.007153033960517995,gini,6,auto,500,"{'model__criterion': 'gini', 'model__max_depth': 6, 'model__max_features': 'auto', 'model__n_estimators': 500}",0.6656101426307448,0.6656101426307448,0.6687797147385103,0.6671949286846276,0.6664025356576863,0.6537242472266244,0.6806656101426307,0.696513470681458,0.6671949286846276,0.6568938193343898,0.6688589540412043,0.011441507767322567,14,0.691318894171509,0.6924634618770911,0.688941715090685,0.6891178024300053,0.6933438985736925,0.6959852086634971,0.6892938897693256,0.6922873745377708,0.6958971649938369,0.6944004226096143,0.6923049832717026,0.002518972317978171,0.6641334201375612,0.6651554132673647,0.6696209099321815,0.6632984956795173,0.6641216693082251,0.6507589160167407,0.6763697528483429,0.6941484726336186,0.6686854927025327,0.6631513794602749,0.667944392198636,0.010666834179781804,14,0.6916412369587961,0.6914151598760034,0.6890419687468107,0.6895495203212288,0.6938065497620913,0.6950759423788624,0.6889241027783294,0.691802096828676,0.6960215818861462,0.6939197666192338,0.6921197926156178,0.0023909417269669733
3.536953091621399,0.11454011353049942,0.04746181964874267,0.002526523615488168,gini,6,sqrt,200,"{'model__criterion': 'gini', 'model__max_depth': 6, 'model__max_features': 'sqrt', 'model__n_estimators': 200}",0.6679873217115689,0.6640253565768621,0.6695721077654516,0.6664025356576863,0.659270998415214,0.6576862123613312,0.6759112519809826,0.6933438985736925,0.6687797147385103,0.6600633914421553,0.6683042789223455,0.009853750590624273,15,0.6930797675647121,0.6943123789399542,0.6863884486705406,0.6877091037154428,0.6910547631625286,0.6959852086634971,0.6864764923402007,0.688325409403064,0.6954569466455361,0.6944884662792745,0.6913276985384751,0.003616966398498812,0.6659147996254708,0.6647412047014817,0.6710446859617331,0.6628090296902185,0.6583323322829085,0.6555500746781044,0.6706039035780423,0.6912112979970955,0.6700746753832488,0.6640327281516086,0.6674314732049912,0.00928441973212777,15,0.692737196679923,0.6944285712911135,0.6868653655283277,0.6878722412181713,0.6920463159227792,0.6953066050671319,0.6867557106688176,0.6874721139211365,0.6955576936039432,0.6938163080250773,0.6912858121926421,0.003458900153607744
8.379764103889466,0.12501291681213358,0.09371914863586425,0.00205335035274993,gini,6,sqrt,500,"{'model__criterion': 'gini', 'model__max_depth': 6, 'model__max_features': 'sqrt', 'model__n_estimators': 500}",0.6632329635499208,0.6624405705229794,0.6664025356576863,0.6648177496038035,0.6648177496038035,0.6584786053882726,0.6735340729001584,0.696513470681458,0.6687797147385103,0.6553090332805072,0.66743264659271,0.010812898968821684,17,0.6925515055467512,0.691230850501849,0.6865645360098609,0.6890297587603451,0.6914949815108293,0.6958091213241768,0.6902623701355872,0.6898221517872865,0.6966895580207783,0.6937841169219933,0.6917238950519458,0.0029360154741870557,0.6623105932767742,0.6628127827802262,0.6658811527353821,0.6609503414772104,0.6634529322505383,0.6561340747435906,0.6687960326033954,0.6939811042167496,0.6705122829061935,0.6591126938745093,0.6663943990864569,0.010050410213197865,17,0.6925209106700779,0.6907054276993934,0.6862332157573052,0.6891530956872259,0.6925197044038616,0.6952223484765122,0.690332005944046,0.6889413681140049,0.696468512894528,0.6937762211983264,0.691587281084528,0.0029583472716002415
