mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model,param_model__metric,param_model__n_neighbors,param_model__weights,param_pca__n_components,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,split3_test_precision_macro,split4_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_train_precision_macro,split1_train_precision_macro,split2_train_precision_macro,split3_train_precision_macro,split4_train_precision_macro,mean_train_precision_macro,std_train_precision_macro
0.25786819458007815,0.0330302923488457,2.327945375442505,0.09297993154372818,"KNeighborsClassifier(metric='manhattan', n_neighbors=7, weights='distance')",manhattan,7,distance,,"{'model': KNeighborsClassifier(metric='manhattan', n_neighbors=7, weights='distance'), 'model__metric': 'manhattan', 'model__n_neighbors': 7, 'model__weights': 'distance', 'pca__n_components': None}",0.7322772277227723,0.7361331220285261,0.7329635499207607,0.7337559429477021,0.7460380348652932,0.7362335754970109,0.005071921380168993,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7278136613120253,0.7331653931535664,0.7295439111917865,0.7293046759206329,0.7402316231364514,0.7320118529428925,0.004470785925063897,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
