mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__metric,param_model__n_neighbors,param_model__weights,param_selector__k,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,split5_train_accuracy,split6_train_accuracy,split7_train_accuracy,split8_train_accuracy,split9_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,split3_test_precision_macro,split4_test_precision_macro,split5_test_precision_macro,split6_test_precision_macro,split7_test_precision_macro,split8_test_precision_macro,split9_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_train_precision_macro,split1_train_precision_macro,split2_train_precision_macro,split3_train_precision_macro,split4_train_precision_macro,split5_train_precision_macro,split6_train_precision_macro,split7_train_precision_macro,split8_train_precision_macro,split9_train_precision_macro,mean_train_precision_macro,std_train_precision_macro
1.4068470001220703,0.1568037196429948,0.0495058536529541,0.004370500466383491,euclidean,5,uniform,5,"{'model__metric': 'euclidean', 'model__n_neighbors': 5, 'model__weights': 'uniform', 'selector__k': 5}",0.5649762282091918,0.5784469096671949,0.5903328050713154,0.5491283676703645,0.5760697305863708,0.5713153724247226,0.6022187004754358,0.5839936608557845,0.5594294770206022,0.5919175911251982,0.5767828843106181,0.015330091857715417,116,0.699418911780243,0.7025884838880084,0.6988026060926219,0.7002113048071844,0.7002113048071844,0.7024123965486881,0.6987145624229618,0.6998591301285437,0.7027645712273287,0.6986265187533016,0.7003609790456066,0.0015581739715361705,0.5668536714575013,0.575012692197151,0.5850851809279904,0.5496930711438791,0.5756192590176742,0.5710540764910983,0.6054357411842669,0.5833811229767173,0.56115907434246,0.593064561917144,0.5766358451655883,0.015205872011847818,114,0.701874377495838,0.7043052059264711,0.700593176262215,0.7021507018968666,0.7019047869512651,0.7048285641087523,0.700762416917894,0.7020636919178894,0.7043678132584165,0.7002447498734125,0.7023095484609021,0.0015686417243126135
1.4071343898773194,0.17181938608476555,0.06530115604400635,0.01909570598155123,euclidean,5,uniform,10,"{'model__metric': 'euclidean', 'model__n_neighbors': 5, 'model__weights': 'uniform', 'selector__k': 10}",0.6545166402535658,0.6576862123613312,0.6576862123613312,0.6608557844690967,0.6513470681458003,0.6402535657686212,0.6632329635499208,0.6394611727416799,0.6378763866877971,0.661648177496038,0.6524564183835182,0.009282842881526122,94,0.7516288078887128,0.7525972882549745,0.7532135939425956,0.7524212009156541,0.7540059869695369,0.7544462053178377,0.7497798908258496,0.7557668603627399,0.7538298996302166,0.7491635851382286,0.7526853319246346,0.001948531926448024,0.658529458238732,0.6572270512195934,0.6546574593802467,0.6581886414876978,0.6544259681433323,0.6377883524467125,0.6589553463866368,0.6380508511756589,0.6390640643354855,0.6632121975921993,0.6520099390406295,0.009269195895951552,94,0.7516642352538814,0.7531655717740072,0.7532942558221356,0.7528388290873824,0.7545105389711567,0.7547816742085639,0.7506868741089241,0.7567912200073508,0.7543680476742534,0.7490716314011375,0.7531172878308794,0.0021040509845780464
1.3294030904769898,0.07471068968661365,0.16179404258728028,0.0408057011784448,euclidean,5,uniform,20,"{'model__metric': 'euclidean', 'model__n_neighbors': 5, 'model__weights': 'uniform', 'selector__k': 20}",0.7044374009508716,0.6925515055467512,0.6957210776545166,0.7131537242472267,0.7036450079239303,0.6980982567353408,0.7187004754358162,0.7076069730586371,0.713946117274168,0.696513470681458,0.7044374009508716,0.00837091134468734,42,0.8024300052826202,0.8046310970241239,0.8043669660151435,0.8019017432646592,0.8050713153724247,0.8069202324352879,0.8020778306039795,0.8065680577566473,0.8014615249163585,0.8022539179432999,0.8037682690614545,0.0019058150015705503,0.7027414259885351,0.6890867667377363,0.6919963545040785,0.7072232836687055,0.7011673445970305,0.6937948243892301,0.7131471225035215,0.701737039072459,0.7118766258013686,0.6937641097490932,0.7006534897011758,0.007963977381009986,38,0.801206489818164,0.8036634619243606,0.8029115388754963,0.8004782614288113,0.803648451823092,0.805763654546965,0.800625473804332,0.8052870938359085,0.8000536297351629,0.8007160740428999,0.8024354129835192,0.0019915102536174787
1.3048048257827758,0.03263686503296773,0.15095067024230957,0.019663789878316875,euclidean,5,uniform,25,"{'model__metric': 'euclidean', 'model__n_neighbors': 5, 'model__weights': 'uniform', 'selector__k': 25}",0.6988906497622821,0.6949286846275753,0.6846275752773375,0.694136291600634,0.694136291600634,0.687797147385103,0.7099841521394612,0.6973058637083994,0.7099841521394612,0.6885895404120443,0.6960380348652933,0.008128886594758914,62,0.8000528262017961,0.7992604331748547,0.7992604331748547,0.7987321711568938,0.8019017432646592,0.8003169572107766,0.798820214826554,0.800581088219757,0.7953865117098081,0.8008452192287374,0.7995157598168692,0.0016674690057767775,0.6968386639982368,0.6905588471452356,0.6808183676130378,0.6884329960756235,0.6926333764521508,0.6840003670347536,0.7044121327823364,0.6914962755593193,0.7081872308445075,0.6874164701516363,0.6924794727656838,0.008140567114479701,58,0.7987631429654051,0.7985915144689616,0.7978724833064609,0.7976348629974528,0.8006694637651117,0.7992722738264592,0.7975315599525857,0.7992163762355496,0.7941162412185869,0.799587797603179,0.7983255716339752,0.0016754193925682705
1.3174596309661866,0.028823608511360135,0.13643925189971923,0.021861229749243514,euclidean,5,uniform,28,"{'model__metric': 'euclidean', 'model__n_neighbors': 5, 'model__weights': 'uniform', 'selector__k': 28}",0.7004754358161648,0.6957210776545166,0.6806656101426307,0.6949286846275753,0.694136291600634,0.6933438985736925,0.7044374009508716,0.7004754358161648,0.7131537242472267,0.6909667194928685,0.6968304278922346,0.008190446630378804,57,0.800581088219757,0.7997006515231555,0.8001408698714563,0.7989082584962142,0.8019897869343194,0.8019897869343194,0.799964782532136,0.8014615249163585,0.7945060750132066,0.8012854375770382,0.8000528262017961,0.002085724616282579,0.6985542956548679,0.6921724346821184,0.6773061574481679,0.688873029042668,0.6922654252445307,0.6902723431744598,0.6987419248538348,0.6949384517797407,0.7120069186210832,0.6894149883544444,0.6934545968855915,0.008435753296200112,56,0.7993018760215037,0.7989803677905326,0.798837423357531,0.7978026525634717,0.8007474223233559,0.8009325749167536,0.7987563476739642,0.8002208079097297,0.7932105720279298,0.8000901511493563,0.7988880195734129,0.0021087950400823646
1.3091039896011352,0.030168575468677634,0.025200510025024415,0.001526747200203053,euclidean,5,distance,5,"{'model__metric': 'euclidean', 'model__n_neighbors': 5, 'model__weights': 'distance', 'selector__k': 5}",0.5562599049128367,0.5681458003169572,0.563391442155309,0.5459587955625991,0.5736925515055468,0.5372424722662441,0.5816164817749604,0.572107765451664,0.5459587955625991,0.572107765451664,0.561648177496038,0.013873894534541527,119,0.979661912308505,0.9795738686388449,0.9811586546927276,0.9793097376298644,0.9800140869871456,0.9793977812995246,0.9790456066208839,0.9805423490051065,0.9795738686388449,0.9793097376298644,0.979758760345131,0.0006130899932577418,0.5543072343817722,0.5633075004256088,0.556589446765955,0.5454828555221798,0.5672821563397904,0.5319590566542559,0.5833369680945663,0.5682121829477624,0.5446887670437489,0.571732358334757,0.5586898526510397,0.01439451998459204,119,0.9798803307309105,0.9798237513148085,0.9813753899089496,0.9795631287254369,0.9802114250181929,0.9796221739089271,0.9793589905516258,0.9807783791165052,0.9798179913765451,0.9795570485611903,0.9799988609213093,0.0005967812531956274
1.302940273284912,0.02167843602984652,0.03396251201629639,0.0019937641323098045,euclidean,5,distance,10,"{'model__metric': 'euclidean', 'model__n_neighbors': 5, 'model__weights': 'distance', 'selector__k': 10}",0.6545166402535658,0.6513470681458003,0.6513470681458003,0.6568938193343898,0.6568938193343898,0.6362916006339144,0.6521394611727417,0.6339144215530903,0.6354992076069731,0.6489698890649762,0.6477812995245642,0.008558211531727802,96,1.0,0.9999119563303398,0.9999119563303398,0.9999119563303398,0.9999119563303398,0.9999119563303398,1.0,0.9999119563303398,0.9999119563303398,0.9999119563303398,0.9999295650642719,3.5217467864079305e-05,0.6563568359545855,0.6494290494690137,0.6481323948472665,0.6528651469577221,0.6551474907208921,0.6324102908686049,0.644690568450916,0.6313106298978067,0.6319363872194687,0.6459389718359548,0.6448217766222231,0.009167636517285768,96,1.0,0.9999147121535181,0.9999147121535181,0.9999147121535181,0.9999147121535181,0.9999147121535181,1.0,0.9999147121535181,0.9999147121535181,0.9999147121535181,0.9999317697228147,3.4115138592749616e-05
1.331399917602539,0.05833641068635155,0.08246941566467285,0.006105934495242749,euclidean,5,distance,20,"{'model__metric': 'euclidean', 'model__n_neighbors': 5, 'model__weights': 'distance', 'selector__k': 20}",0.705229793977813,0.7115689381933439,0.7028526148969889,0.7258320126782885,0.7155309033280507,0.7147385103011094,0.7345483359746434,0.7194928684627575,0.7210776545166403,0.7068145800316957,0.7157686212361332,0.009342512051813873,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7005403979113746,0.706844000262602,0.698582205628489,0.7187281529528374,0.7125054673283705,0.7114919603684512,0.7303796626675576,0.7126575339739156,0.7157485499004741,0.7029933494999849,0.7110471280494057,0.008989225458878052,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.3406116485595703,0.06728635009340285,0.09317560195922851,0.003413055545217989,euclidean,5,distance,25,"{'model__metric': 'euclidean', 'model__n_neighbors': 5, 'model__weights': 'distance', 'selector__k': 25}",0.7083993660855784,0.713946117274168,0.6957210776545166,0.7147385103011094,0.7044374009508716,0.7107765451664025,0.7187004754358162,0.7091917591125199,0.7282091917591125,0.7012678288431062,0.7105388272583202,0.00870226499194399,26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7034348716530496,0.7090653142199009,0.6901125797954146,0.7077125930968687,0.7023647758496925,0.7080137835856621,0.714256570279116,0.7017075250123589,0.7228230141626936,0.6959911838841732,0.7055482211538929,0.008696750934243533,26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.374324083328247,0.06822140980227857,0.09233303070068359,0.004553169426983616,euclidean,5,distance,28,"{'model__metric': 'euclidean', 'model__n_neighbors': 5, 'model__weights': 'distance', 'selector__k': 28}",0.7091917591125199,0.7123613312202852,0.6949286846275753,0.7123613312202852,0.7060221870047544,0.7115689381933439,0.7171156893819335,0.713946117274168,0.7321711568938193,0.7028526148969889,0.7112519809825674,0.009221766419002304,23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7044004084542549,0.7075521631529745,0.6894673936793376,0.7046810789619916,0.7040346366108121,0.7086717742913548,0.7122180412758068,0.7069116043080946,0.7270990909979165,0.6974757531802627,0.7062511944912806,0.009207247454698501,23,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
