x_pos,y_pos,x_vel,y_vel,angle,ang_vel,leg_1,leg_2,main_booster,lat_booster
-0.0014566421741619,1.4031938314437866,-0.1475841403007507,-0.3433847427368164,0.001710413955152,0.0337358713150024,0.0,0.0,-0.1771750450134277,0.4856226444244385
-0.0028525353409349,1.3950603008270264,-0.1412560641765594,-0.3614915013313293,0.0033602863550186,0.033001534640789,0.0,0.0,-0.1187406778335571,0.910293459892273
-0.0041065216064453,1.3864896297454834,-0.1248274222016334,-0.380918949842453,0.0027945050969719,-0.0113165257498621,0.0,0.0,-0.0455560684204101,0.1378339529037475
-0.0053127286955714,1.377488374710083,-0.1200333684682846,-0.4000566303730011,0.0022136813495308,-0.0116174826398491,0.0,0.0,0.0424964427947998,0.7308965921401978
-0.0063279150053858,1.3686766624450684,-0.099534660577774,-0.3916331529617309,0.000251624151133,-0.0392448753118515,0.0,0.0,-0.3245937824249267,-0.4305371046066284
-0.0073095322586596,1.3594342470169067,-0.0961577296257019,-0.4107729494571686,-0.0017242666799575,-0.0395213514566421,0.0,0.0,-0.5265983939170837,0.2115569114685058
-0.0082648275420069,0.0,-0.0935159996151924,-0.4299057424068451,-0.0037136320024728,-0.0397912599146366,0.0,0.0,-0.3112025260925293,0.3213285207748413
-0.0092013357207179,1.3396581411361694,-0.0916206017136573,-0.4490402042865753,-0.0057150502689182,-0.0400321260094642,0.0,0.0,-0.3620407581329345,0.5003904104232788
-0.0100877759978175,1.329129695892334,-0.0856322795152664,-0.4679517745971679,-0.0086982669308781,-0.059669941663742,0.0,0.0,-0.2589879035949707,0.4088870286941528
-0.0109704975038766,1.3181706666946411,-0.0852446258068084,-0.4870868921279907,-0.0116900587454438,-0.0598413124680519,0.0,0.0,-0.4665275812149048,0.2156157493591308
-0.0118568418547511,1.30678129196167,-0.0856137052178382,-0.5062220096588135,-0.0146893663331866,-0.0599915273487567,0.0,0.0,-0.4807426929473877,-0.689591109752655
-0.0128026008605957,1.2949610948562622,-0.0927539318799972,-0.5253614783287048,-0.0164876505732536,-0.0359685942530632,0.0,0.0,-0.1434071063995361,0.291359543800354
-0.013767147436738,1.282710313796997,-0.0946201682090759,-0.5444963574409485,-0.0182901490479707,-0.0360535606741905,0.0,0.0,0.6750717163085938,-0.7191066145896912
-0.0147312162443995,1.270561933517456,-0.0961966216564178,-0.5399326086044312,-0.0185013730078935,-0.0042248927056789,0.0,0.0,0.0368613004684448,0.1142746210098266
-0.0156303402036428,1.2587562799453735,-0.0901210680603981,-0.5246894359588623,-0.0182960834354162,0.0041059632785618,0.0,0.0,-0.4254822731018066,-0.4570965766906738
