x_pos,y_pos,x_vel,y_vel,angle,ang_vel,leg_1,leg_2,main_booster,lat_booster
-0.001436710357666,1.403149962425232,-0.1457755863666534,-0.3453470468521118,0.0018813350470736,0.0371200777590274,0.0,0.0,-0.0543311834335327,0.8861843347549438
-0.0027101517189294,1.3949240446090698,-0.1274366378784179,-0.3655957579612732,0.0019785126205533,0.0019443817436695,0.0,0.0,-0.0764762163162231,0.4777963161468506
-0.0038950920570641,1.3862229585647583,-0.1187656968832016,-0.386715292930603,0.0022410342935472,0.0052511785179376,0.0,0.0,-0.191940426826477,0.6133437156677246
-0.0049526216462254,1.3770452737808228,-0.1052011027932167,-0.4078971445560455,0.0016936957836151,-0.0109476931393146,0.0,0.0,-0.1781309843063354,-0.4014184474945068
-0.0059210779145359,1.367392897605896,-0.0964572504162788,-0.4289938807487488,0.0013103561941534,-0.0076672583818435,0.0,0.0,-0.148603618144989,0.5543221235275269
-0.0067465780302882,1.3572651147842407,-0.0809698924422264,-0.4501202702522278,-0.0002571524819359,-0.0313529074192047,0.0,0.0,-0.5950315594673157,-0.7517171502113342
-0.0075439452193677,1.3466627597808838,-0.0798677504062652,-0.4712157249450683,-0.0001190490729641,0.0027620182372629,0.0,0.0,-0.67533278465271,-0.040226399898529
-0.0082513811066746,1.3355857133865356,-0.0710507184267044,-0.492312341928482,0.0001776248536771,0.0059340028092265,0.0,0.0,-0.8319194316864014,-0.5847353935241699
-0.008915901184082,1.324040412902832,-0.0681087970733642,-0.5131272673606873,0.0018137217266485,0.0327247641980648,0.0,0.0,-0.5631902813911438,-0.8348323106765747
-0.0095563884824514,1.312025547027588,-0.0675271078944206,-0.5340028405189514,0.0052610486745834,0.0689528360962867,0.0,0.0,-0.9099999070167542,-0.8342710733413696
-0.0101631162688136,0.0,-0.0657493099570274,-0.5550990700721741,0.0102783450856804,0.1003552302718162,0.0,0.0,-0.6105843186378479,0.1087796688079834
-0.0106799127534031,1.286572813987732,-0.056902565062046,-0.5761975646018982,0.0154465353116393,0.1033733263611793,0.0,0.0,-0.6974214315414429,-0.4191174507141113
-0.0111066820099949,1.2731351852416992,-0.0480554476380348,-0.5972963571548462,0.0207638591527938,0.1063559055328369,0.0,0.0,-0.7867947220802307,-0.4432194232940674
-0.0114436149597167,1.259223222732544,-0.0392124652862548,-0.6183953881263733,0.0262275245040655,0.1092832088470459,0.0,0.0,-0.8805628418922424,-0.0399724841117858
-0.0116907116025686,1.2448370456695557,-0.0303778015077114,-0.6394947171211243,0.0318348966538906,0.1121577247977256,0.0,0.0,-0.8132225275039673,0.4007048606872558
-0.0118481637910008,1.2299766540527344,-0.0215557757765054,-0.6605944037437439,0.0375831797719001,0.1149761825799942,0.0,0.0,-0.7247094511985779,0.6192443370819092
-0.0118562700226902,1.2146525382995603,-0.0052398811094462,-0.6811854243278503,0.0419581495225429,0.0875074416399002,0.0,0.0,-0.5172266364097595,0.6678457260131836
-0.0117097850888967,1.1988524198532104,0.0117355491966009,-0.7023082971572876,0.04483013600111,0.0574452802538871,0.0,0.0,-0.643386960029602,-0.7779252529144287
-0.0115262027829885,1.182581901550293,0.0140202911570668,-0.7232736945152283,0.0491297505795955,0.0860001668334007,0.0,0.0,-0.759397566318512,0.3564465045928955
-0.0112539287656545,1.1658369302749634,0.0227506104856729,-0.7443732619285583,0.0535571947693824,0.0885569602251052,0.0,0.0,-0.7121503353118896,0.5068304538726807
-0.0108452793210744,1.148625373840332,0.0375126302242279,-0.7650911211967468,0.0568886138498783,0.0666341781616211,0.0,0.0,-0.7114452123641968,0.0030829906463623
-0.0103487968444824,1.13093900680542,0.0461694002151489,-0.7861900329589844,0.060342464596033,0.0690827518701553,0.0,0.0,-0.5865961909294128,0.1034502983093261
-0.009764957241714,1.1127784252166748,0.0547787845134735,-0.8072889447212219,0.0639143213629722,0.0714435130357742,0.0,0.0,-0.1398592591285705,0.5919978618621826
-0.0090419771149754,1.094141721725464,0.0699067562818527,-0.8284011483192444,0.0662874951958656,0.04746750369668,0.0,0.0,-0.016234815120697,0.6699924468994141
-0.00819234829396,1.0750362873077393,0.0834728106856346,-0.8491929769515991,0.0677523985505104,0.029300570487976,0.0,0.0,0.0203875303268432,-0.5561962127685547
-0.0074302675202488,1.056074142456055,0.0736508816480636,-0.8428847193717957,0.0702825635671615,0.0506033301353454,0.0,0.0,-0.0829690098762512,0.4823319911956787
-0.0065834047272801,1.0366374254226685,0.0820255354046821,-0.8639808297157288,0.0729166120290756,0.0526809208095073,0.0,0.0,0.3331069946289062,-0.0736829042434692
