mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__metric,param_model__n_neighbors,param_model__weights,param_pca__n_components,param_selector__k,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,split5_train_accuracy,split6_train_accuracy,split7_train_accuracy,split8_train_accuracy,split9_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,split3_test_precision_macro,split4_test_precision_macro,split5_test_precision_macro,split6_test_precision_macro,split7_test_precision_macro,split8_test_precision_macro,split9_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_train_precision_macro,split1_train_precision_macro,split2_train_precision_macro,split3_train_precision_macro,split4_train_precision_macro,split5_train_precision_macro,split6_train_precision_macro,split7_train_precision_macro,split8_train_precision_macro,split9_train_precision_macro,mean_train_precision_macro,std_train_precision_macro
1.4274638414382934,0.12822890371263249,0.05346968173980713,0.015279667243889027,euclidean,5,uniform,,5,"{'model__metric': 'euclidean', 'model__n_neighbors': 5, 'model__weights': 'uniform', 'pca__n_components': None, 'selector__k': 5}",0.5641838351822503,0.5776545166402536,0.589540412044374,0.5507131537242472,0.5784469096671949,0.56973058637084,0.6045958795562599,0.5839936608557845,0.5586370839936609,0.5911251980982567,0.5768621236133122,0.01553979499019472,115,0.6999471737982039,0.7024123965486881,0.6996830427892234,0.7004754358161648,0.7008276104948055,0.7019721782003874,0.6980982567353408,0.6997710864588836,0.7029406585666491,0.6985384750836415,0.7004666314491989,0.001516525055400744,0.5662378053181051,0.5742400604858264,0.5843352507344918,0.5511026699271555,0.5777407220281667,0.5694203625766826,0.6078430123651051,0.5834021699763694,0.5601096203122664,0.5920901441667887,0.5766521817890957,0.015524129848003857,115,0.7024502705460073,0.7040885036408787,0.7015957017412239,0.7023251945587007,0.70256305933608,0.7043123122821421,0.7002096918940159,0.7019501179530049,0.7044580601433598,0.7002200796038495,0.7024172991699262,0.00145513247360764
1.3969326734542846,0.20964234529263848,0.05447676181793213,0.00578348692846633,euclidean,5,uniform,,10,"{'model__metric': 'euclidean', 'model__n_neighbors': 5, 'model__weights': 'uniform', 'pca__n_components': None, 'selector__k': 10}",0.6545166402535658,0.6576862123613312,0.6576862123613312,0.6608557844690967,0.6513470681458003,0.6402535657686212,0.6600633914421553,0.6434231378763867,0.6378763866877971,0.661648177496038,0.6525356576862122,0.008462297511788439,93,0.7516288078887128,0.7525972882549745,0.7532135939425956,0.7524212009156541,0.7538298996302166,0.7544462053178377,0.7496918471561894,0.7555907730234196,0.7538298996302166,0.7491635851382286,0.7526413100898045,0.0019230035489710261,0.658529458238732,0.6572270512195934,0.6546574593802467,0.6581886414876978,0.6544259681433323,0.6377883524467125,0.6561115841444595,0.6429811845702789,0.6390640643354855,0.6632121975921993,0.6522185961558737,0.008449802543713886,93,0.7516642352538814,0.7531655717740072,0.7532942558221356,0.7528388290873824,0.7543425714448223,0.7547816742085639,0.7501127819255354,0.7570342932324453,0.7543680476742534,0.7490716314011375,0.7530673891824164,0.002208412924580231
1.3687512397766113,0.14706363221012167,0.17291884422302245,0.04760769607286551,euclidean,5,uniform,,20,"{'model__metric': 'euclidean', 'model__n_neighbors': 5, 'model__weights': 'uniform', 'pca__n_components': None, 'selector__k': 20}",0.7012678288431062,0.6957210776545166,0.694136291600634,0.7155309033280507,0.7083993660855784,0.696513470681458,0.7187004754358162,0.7076069730586371,0.713946117274168,0.696513470681458,0.7048335974643423,0.008710918941202987,47,0.8026060926219405,0.8042789223454834,0.803486529318542,0.7997006515231555,0.8045430533544639,0.8078887128015496,0.8020778306039795,0.8044550096848037,0.8014615249163585,0.8033104419792217,0.8033808769149496,0.0020778306039795896,0.6975275149259891,0.6926188497366592,0.6904897133527784,0.7098050676445896,0.7041155220900398,0.6930041313776865,0.7131471225035215,0.7020554850990364,0.7118766258013686,0.6955929902290781,0.7010233022760747,0.008000846919622318,45,0.8012215224529564,0.8033072979993963,0.8020289543935605,0.7983522402615281,0.8031559203859937,0.8068609576555976,0.800625473804332,0.8031342454862845,0.8000536297351629,0.8018904752684091,0.8020630717443222,0.0021799888439245907
1.3305883884429932,0.02938348714330388,0.1698837995529175,0.02190705968588384,euclidean,5,uniform,,25,"{'model__metric': 'euclidean', 'model__n_neighbors': 5, 'model__weights': 'uniform', 'pca__n_components': None, 'selector__k': 25}",0.6988906497622821,0.6917591125198098,0.6973058637083994,0.7210776545166403,0.694136291600634,0.6870047543581617,0.7091917591125199,0.7036450079239303,0.7107765451664025,0.687797147385103,0.7001584786053884,0.010423507862063622,58,0.8001408698714563,0.7989963021658743,0.8066561014263075,0.8043669660151435,0.8019017432646592,0.8009332628983976,0.7995245641838352,0.8004050008804366,0.794770206022187,0.8007571755590773,0.8008452192287374,0.003000984979629704,0.6969598299402141,0.6872092566304071,0.694325214703983,0.7154178897327952,0.6926333764521508,0.6853167825515503,0.7039593690341411,0.698295822976757,0.709034171188962,0.686281533784011,0.696943324699497,0.009526725707086537,52,0.7989268422977975,0.7983554262577082,0.8050924521290691,0.802895446056863,0.8006694637651117,0.8001883152481971,0.7982254152419028,0.799042996274202,0.7935971236286277,0.7995038654287151,0.7996497346328194,0.0028764167887929625
1.3596412897109986,0.06129541773296934,0.13761141300201415,0.023428614267416163,euclidean,5,uniform,,28,"{'model__metric': 'euclidean', 'model__n_neighbors': 5, 'model__weights': 'uniform', 'pca__n_components': None, 'selector__k': 28}",0.7004754358161648,0.6957210776545166,0.6806656101426307,0.6949286846275753,0.694136291600634,0.6933438985736925,0.7044374009508716,0.7004754358161648,0.7131537242472267,0.6909667194928685,0.6968304278922346,0.008190446630378804,61,0.800581088219757,0.7997006515231555,0.8001408698714563,0.7989082584962142,0.8019897869343194,0.8019897869343194,0.799964782532136,0.8014615249163585,0.7945060750132066,0.8012854375770382,0.8000528262017961,0.002085724616282579,0.6985542956548679,0.6921724346821184,0.6773061574481679,0.688873029042668,0.6922654252445307,0.6902723431744598,0.6987419248538348,0.6949384517797407,0.7120069186210832,0.6894149883544444,0.6934545968855915,0.008435753296200112,59,0.7993018760215037,0.7989803677905326,0.798837423357531,0.7978026525634717,0.8007474223233559,0.8009325749167536,0.7987563476739642,0.8002208079097297,0.7932105720279298,0.8000901511493563,0.7988880195734129,0.0021087950400823646
1.3161197662353517,0.08236190433777302,0.023399543762207032,0.003580621293405133,euclidean,5,distance,,5,"{'model__metric': 'euclidean', 'model__n_neighbors': 5, 'model__weights': 'distance', 'pca__n_components': None, 'selector__k': 5}",0.5554675118858954,0.5689381933438986,0.5665610142630745,0.5483359746434231,0.5744849445324881,0.5380348652931854,0.5847860538827259,0.5729001584786054,0.5475435816164818,0.5736925515055468,0.5630744849445325,0.014144603953524373,119,0.979661912308505,0.9795738686388449,0.9811586546927276,0.9793097376298644,0.9800140869871456,0.9793977812995246,0.9790456066208839,0.9805423490051065,0.9795738686388449,0.9793097376298644,0.979758760345131,0.0006130899932577418,0.5528518621625649,0.5638352578165057,0.5591450257523247,0.5480380395542865,0.5679157699611481,0.5326872738315129,0.5863115661771677,0.5680980175395638,0.545479998988945,0.5736503414503219,0.5598013153234341,0.014740803500469602,119,0.9797156917629678,0.9795927040308673,0.9811835567352959,0.9793885059728807,0.9800904668228663,0.9794489013364914,0.9791328391877124,0.9806078654623749,0.9796046924346913,0.9793313131806302,0.9798096536926778,0.0006079397926716246
1.3402775764465331,0.06260993884507561,0.029665422439575196,0.0018252495351395814,euclidean,5,distance,,10,"{'model__metric': 'euclidean', 'model__n_neighbors': 5, 'model__weights': 'distance', 'pca__n_components': None, 'selector__k': 10}",0.6545166402535658,0.6513470681458003,0.6513470681458003,0.6640253565768621,0.6568938193343898,0.6362916006339144,0.6513470681458003,0.6339144215530903,0.6354992076069731,0.6489698890649762,0.6484152139461172,0.009502441141211295,95,1.0,0.9999119563303398,0.9999119563303398,0.9999119563303398,0.9999119563303398,0.9999119563303398,1.0,0.9999119563303398,0.9999119563303398,0.9999119563303398,0.9999295650642719,3.5217467864079305e-05,0.6563568359545855,0.6494290494690137,0.6481323948472665,0.6599320869205731,0.6551474907208921,0.6324102908686049,0.6434642812504737,0.6313106298978067,0.6319363872194687,0.6459389718359548,0.645405841898464,0.010012469823775514,95,1.0,0.9999147121535181,0.9999147121535181,0.9999147121535181,0.9999147121535181,0.9999147121535181,1.0,0.9999147121535181,0.9999147121535181,0.9999147121535181,0.9999317697228147,3.4115138592749616e-05
1.3251009464263916,0.06465388193072692,0.08932843208312988,0.009097983152843332,euclidean,5,distance,,20,"{'model__metric': 'euclidean', 'model__n_neighbors': 5, 'model__weights': 'distance', 'pca__n_components': None, 'selector__k': 20}",0.7076069730586371,0.7083993660855784,0.7028526148969889,0.7234548335974643,0.7155309033280507,0.7020602218700476,0.7345483359746434,0.7179080824088748,0.7258320126782885,0.7060221870047544,0.7144215530903328,0.010344902643656156,25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7012152656693206,0.703696507430239,0.698582205628489,0.716032259943621,0.7125054673283705,0.6981835868872416,0.7303796626675576,0.7109871110431186,0.7206365697432411,0.7015213570563766,0.7093739993397576,0.010133977610084825,26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.3035500764846801,0.03300909762984694,0.09847207069396972,0.011162990962079558,euclidean,5,distance,,25,"{'model__metric': 'euclidean', 'model__n_neighbors': 5, 'model__weights': 'distance', 'pca__n_components': None, 'selector__k': 25}",0.7076069730586371,0.7107765451664025,0.7099841521394612,0.7337559429477021,0.7044374009508716,0.7076069730586371,0.7210776545166403,0.7091917591125199,0.7297939778129953,0.7020602218700476,0.7136291600633914,0.010265695556704696,28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7027437558343073,0.7053845127926766,0.7067676055342115,0.7272248707028295,0.7023647758496925,0.7038673016562197,0.71591174162418,0.7018922113744496,0.7242140762124751,0.6965516851219034,0.7086922536702945,0.009713326101287797,30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.3205557823181153,0.035999759514173744,0.09443542957305909,0.007704293250019768,euclidean,5,distance,,28,"{'model__metric': 'euclidean', 'model__n_neighbors': 5, 'model__weights': 'distance', 'pca__n_components': None, 'selector__k': 28}",0.7091917591125199,0.7123613312202852,0.6949286846275753,0.7123613312202852,0.7060221870047544,0.7115689381933439,0.7171156893819335,0.713946117274168,0.7321711568938193,0.7028526148969889,0.7112519809825674,0.009221766419002304,33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7044004084542549,0.7075521631529745,0.6894673936793376,0.7046810789619916,0.7040346366108121,0.7086717742913548,0.7122180412758068,0.7069116043080946,0.7270990909979165,0.6974757531802627,0.7062511944912806,0.009207247454698501,33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
