mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__metric,param_model__n_neighbors,param_model__weights,param_pca__n_components,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,split5_train_accuracy,split6_train_accuracy,split7_train_accuracy,split8_train_accuracy,split9_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,split3_test_precision_macro,split4_test_precision_macro,split5_test_precision_macro,split6_test_precision_macro,split7_test_precision_macro,split8_test_precision_macro,split9_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_train_precision_macro,split1_train_precision_macro,split2_train_precision_macro,split3_train_precision_macro,split4_train_precision_macro,split5_train_precision_macro,split6_train_precision_macro,split7_train_precision_macro,split8_train_precision_macro,split9_train_precision_macro,mean_train_precision_macro,std_train_precision_macro
0.06947512626647949,0.01584165089764947,0.19367053508758544,0.03195845267292927,euclidean,5,uniform,,"{'model__metric': 'euclidean', 'model__n_neighbors': 5, 'model__weights': 'uniform', 'pca__n_components': None}",0.7004754358161648,0.6957210776545166,0.6806656101426307,0.6949286846275753,0.694136291600634,0.6933438985736925,0.7044374009508716,0.7004754358161648,0.7131537242472267,0.6909667194928685,0.6968304278922346,0.008190446630378804,19,0.800581088219757,0.7997006515231555,0.8001408698714563,0.7989082584962142,0.8019897869343194,0.8019897869343194,0.799964782532136,0.8014615249163585,0.7945060750132066,0.8012854375770382,0.8000528262017961,0.002085724616282579,0.6985542956548679,0.6921724346821184,0.6773061574481679,0.688873029042668,0.6922654252445307,0.6902723431744598,0.6987419248538348,0.6949384517797407,0.7120069186210832,0.6894149883544444,0.6934545968855915,0.008435753296200112,19,0.7993018760215037,0.7989803677905326,0.798837423357531,0.7978026525634717,0.8007474223233559,0.8009325749167536,0.7987563476739642,0.8002208079097297,0.7932105720279298,0.8000901511493563,0.7988880195734129,0.0021087950400823646
0.07271006107330322,0.021886303641305088,0.1651580810546875,0.03583489660125114,euclidean,5,distance,,"{'model__metric': 'euclidean', 'model__n_neighbors': 5, 'model__weights': 'distance', 'pca__n_components': None}",0.7091917591125199,0.7123613312202852,0.6949286846275753,0.7123613312202852,0.7060221870047544,0.7115689381933439,0.7171156893819335,0.713946117274168,0.7321711568938193,0.7028526148969889,0.7112519809825674,0.009221766419002304,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7044004084542549,0.7075521631529745,0.6894673936793376,0.7046810789619916,0.7040346366108121,0.7086717742913548,0.7122180412758068,0.7069116043080946,0.7270990909979165,0.6974757531802627,0.7062511944912806,0.009207247454698501,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.07382118701934814,0.020918175111319156,0.18766167163848876,0.05887416350818666,euclidean,8,uniform,,"{'model__metric': 'euclidean', 'model__n_neighbors': 8, 'model__weights': 'uniform', 'pca__n_components': None}",0.6822503961965135,0.6870047543581617,0.6759112519809826,0.7004754358161648,0.7076069730586371,0.7060221870047544,0.7147385103011094,0.687797147385103,0.7044374009508716,0.696513470681458,0.6962757527733755,0.011907270795278783,20,0.7678288431061807,0.7691494981510829,0.7694136291600634,0.7717908082408875,0.76738862475788,0.7702060221870047,0.7654516640253566,0.7692375418207431,0.7642190526501145,0.7683571051241416,0.7683042789223454,0.002109082385385856,0.6779639835489897,0.6834068647490584,0.6700697122791687,0.6945914917204803,0.7046130270936656,0.7005667385576341,0.7086369915279256,0.6811279975317436,0.7036609182211889,0.6971322643725706,0.6921769989602427,0.012441769696840365,20,0.7661586867533814,0.7675354810398203,0.7678823754742209,0.7706725461365745,0.765847139813672,0.7686705382209149,0.7636390654877884,0.7675023731279859,0.7625150228032164,0.7665554146882411,0.7666978643545816,0.00224340345703465
0.06376721858978271,0.012520305048746136,0.09774227142333984,0.01492750439303147,euclidean,8,distance,,"{'model__metric': 'euclidean', 'model__n_neighbors': 8, 'model__weights': 'distance', 'pca__n_components': None}",0.696513470681458,0.705229793977813,0.696513470681458,0.7147385103011094,0.7131537242472267,0.7123613312202852,0.7250396196513471,0.7028526148969889,0.7337559429477021,0.7194928684627575,0.7119651347068146,0.011478764128343285,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6914429490989823,0.698973964053905,0.6914792763687697,0.7087475552526679,0.7114423666644887,0.7082195553604791,0.7197532771638391,0.6955185732352493,0.7300911790946684,0.7172018535933125,0.7072870549886362,0.01225778705978575,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.06468520164489747,0.021982838884482117,0.15022664070129393,0.04521760268124635,euclidean,10,uniform,,"{'model__metric': 'euclidean', 'model__n_neighbors': 10, 'model__weights': 'uniform', 'pca__n_components': None}",0.6743264659270999,0.6822503961965135,0.6838351822503962,0.7012678288431062,0.696513470681458,0.6957210776545166,0.7099841521394612,0.6830427892234548,0.6925515055467512,0.6973058637083994,0.6916798732171157,0.010125592364713052,21,0.7538298996302166,0.7577918647649234,0.7554146856840993,0.7562070787110406,0.752333157245994,0.7537418559605564,0.7513646768797323,0.7531255502729354,0.7530375066032752,0.7543581616481775,0.754120443740095,0.001809527681400294,0.6696016572429014,0.6785786287402561,0.6770098056248265,0.693480931525019,0.6919395067389059,0.6904443171405245,0.7035760040278479,0.6748667630604349,0.6896972676388158,0.6968276154995083,0.6866022497239039,0.0103727764052107,21,0.7509417317066601,0.7549228533219458,0.7528770021813261,0.7535512612758849,0.7495537341881179,0.7512941493735402,0.7484203726315268,0.7498987149770023,0.7500274284099484,0.751276049397591,0.7512763297463544,0.001890192499751113
0.06782634258270263,0.011479051941222238,0.1020000696182251,0.012276437451516539,euclidean,10,distance,,"{'model__metric': 'euclidean', 'model__n_neighbors': 10, 'model__weights': 'distance', 'pca__n_components': None}",0.6901743264659271,0.6973058637083994,0.7012678288431062,0.7060221870047544,0.716323296354992,0.7091917591125199,0.7258320126782885,0.696513470681458,0.7234548335974643,0.7242472266244057,0.7090332805071314,0.012223416924420685,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6843720315056323,0.6905846805056003,0.6948520118525835,0.6977341212667126,0.7126031452649337,0.7042885184423884,0.7203000637893683,0.6882759425321735,0.7180286408712714,0.721105274939258,0.7032144430969922,0.0132605900354866,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.05902206897735596,0.007886274157338335,0.13624541759490966,0.00884415922950794,euclidean,12,uniform,,"{'model__metric': 'euclidean', 'model__n_neighbors': 12, 'model__weights': 'uniform', 'pca__n_components': None}",0.6854199683042789,0.6846275752773375,0.6806656101426307,0.6996830427892234,0.6854199683042789,0.6917591125198098,0.7004754358161648,0.6854199683042789,0.6917591125198098,0.6862123613312203,0.6891442155309033,0.006289923810607337,22,0.7458179256911428,0.7471385807360451,0.7437048776192992,0.7433527029406586,0.7438809649586194,0.744761401655221,0.745289663673182,0.7451135763338615,0.7428244409226976,0.7437929212889594,0.7445677055819686,0.0012393847053895372,0.6807659752922238,0.6795499682286776,0.6758935712468351,0.6916139619141349,0.6799466794391641,0.6857618432149684,0.692693820790285,0.6766174250279681,0.688690050695626,0.6831154889838104,0.6834648784833693,0.00568754884691377,22,0.7428123384116861,0.7438182789924361,0.740432898752073,0.7401708275313271,0.7405308780878121,0.7411972002440155,0.7419973069695586,0.7415345099507268,0.7395142772556867,0.7401068234966803,0.7412115339692003,0.0012780200830727155
0.06508731842041016,0.018602910776093433,0.10428135395050049,0.009985238223571221,euclidean,12,distance,,"{'model__metric': 'euclidean', 'model__n_neighbors': 12, 'model__weights': 'distance', 'pca__n_components': None}",0.6949286846275753,0.7036450079239303,0.6949286846275753,0.7131537242472267,0.7012678288431062,0.7123613312202852,0.7179080824088748,0.705229793977813,0.7202852614896988,0.7115689381933439,0.707527733755943,0.00847860538827257,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6898475561008954,0.6982170292729158,0.6896496052831649,0.7060595069757672,0.6964860674233834,0.7058896058807138,0.7117536038721012,0.6980558435165428,0.7153185071748818,0.7078895094819265,0.7019166834982292,0.008361972201148602,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.06255130767822266,0.013863477501468076,0.13279612064361573,0.008407853020522462,euclidean,15,uniform,,"{'model__metric': 'euclidean', 'model__n_neighbors': 15, 'model__weights': 'uniform', 'pca__n_components': None}",0.6838351822503962,0.6767036450079239,0.6774960380348652,0.6917591125198098,0.6782884310618067,0.6885895404120443,0.7060221870047544,0.6862123613312203,0.6949286846275753,0.6901743264659271,0.6874009508716322,0.008609414963550215,23,0.7367494277161472,0.7333157245994013,0.7370135587251276,0.7346363796443036,0.7318189822151787,0.7339320302870224,0.7312907201972179,0.7311146328578975,0.7293537594646945,0.7341081176263426,0.7333333333333333,0.002347251498547486,0.6785670658957461,0.6709348808770201,0.6708383892625409,0.6846790237138711,0.672279072802498,0.6821699491255702,0.6978509961925656,0.6764030252826936,0.691425494371965,0.6869201213305288,0.6812068018855,0.008659342008639269,23,0.7328807095780833,0.729331457813084,0.7333890624278577,0.7312937733054519,0.7278249301557419,0.7301735471018018,0.7268793111792592,0.7269252306622936,0.7252118114183761,0.7301540657191354,0.7294063899361085,0.0025551074246336104
0.0610872745513916,0.010954412583592666,0.10910272598266602,0.008288017244310511,euclidean,15,distance,,"{'model__metric': 'euclidean', 'model__n_neighbors': 15, 'model__weights': 'distance', 'pca__n_components': None}",0.6973058637083994,0.7060221870047544,0.6901743264659271,0.7107765451664025,0.696513470681458,0.705229793977813,0.7147385103011094,0.7028526148969889,0.7147385103011094,0.7091917591125199,0.7047543581616482,0.0077249176589248405,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6929103191494859,0.7007933245804175,0.685405878891329,0.703082618927395,0.6904450582815607,0.6996095680631012,0.7082766645199016,0.6942948652295311,0.7092954778825119,0.705113861627804,0.6989227637153037,0.007528864756285629,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
