mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__metric,param_model__n_neighbors,param_model__weights,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,split5_train_accuracy,split6_train_accuracy,split7_train_accuracy,split8_train_accuracy,split9_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,split3_test_precision_macro,split4_test_precision_macro,split5_test_precision_macro,split6_test_precision_macro,split7_test_precision_macro,split8_test_precision_macro,split9_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_train_precision_macro,split1_train_precision_macro,split2_train_precision_macro,split3_train_precision_macro,split4_train_precision_macro,split5_train_precision_macro,split6_train_precision_macro,split7_train_precision_macro,split8_train_precision_macro,split9_train_precision_macro,mean_train_precision_macro,std_train_precision_macro
0.05901610851287842,0.007742216273364286,0.1169696569442749,0.009157578365095419,euclidean,5,uniform,"{'model__metric': 'euclidean', 'model__n_neighbors': 5, 'model__weights': 'uniform'}",0.6854199683042789,0.7044374009508716,0.716323296354992,0.6442155309033281,0.6362916006339144,0.716323296354992,0.6671949286846276,0.6893819334389857,0.6996830427892234,0.6822503961965135,0.6841521394611727,0.026321764954867363,24,0.8137876386687797,0.8094734988554323,0.8121148089452368,0.8111463285789752,0.8122908962845572,0.8106180665610143,0.8106180665610143,0.8151963373833422,0.8106180665610143,0.8121148089452368,0.8117978517344604,0.0016110788720537213,0.6842838311460255,0.701987598587456,0.7130570278665816,0.6409838243017314,0.634775728767398,0.7157572478313314,0.6634715371404277,0.6856879632584046,0.6963624722843472,0.6806234530876816,0.6816990684271385,0.02642999074488845,23,0.8125013772382453,0.8077680881512862,0.8105403310483501,0.809689210743014,0.810699037567874,0.8088520404204625,0.808910947528216,0.8136357879413268,0.8090710203756108,0.8102019886716837,0.810186982968607,0.0016850073118887486
0.0664555311203003,0.00765804868846001,0.0976943016052246,0.005308944371194094,euclidean,5,distance,"{'model__metric': 'euclidean', 'model__n_neighbors': 5, 'model__weights': 'distance'}",0.6870047543581617,0.7187004754358162,0.716323296354992,0.6473851030110935,0.6465927099841522,0.7218700475435816,0.6751188589540412,0.6893819334389857,0.7060221870047544,0.6798732171156894,0.6888272583201268,0.026093804365485865,21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6825429599856412,0.714343037888624,0.7127078975700899,0.6406541204743883,0.6399659716652291,0.7218986655441714,0.6695718969317946,0.6840356111326169,0.6990728931565313,0.6769245029280587,0.6841717557277145,0.027361043954857892,22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.07160170078277588,0.019886037715907523,0.14364964962005616,0.046453778657596784,euclidean,8,uniform,"{'model__metric': 'euclidean', 'model__n_neighbors': 8, 'model__weights': 'uniform'}",0.6917591125198098,0.6980982567353408,0.7083993660855784,0.6664025356576863,0.6465927099841522,0.7210776545166403,0.6743264659270999,0.694136291600634,0.696513470681458,0.6870047543581617,0.688431061806656,0.02025738476775812,22,0.7846451840112696,0.7790984328226801,0.7782179961260786,0.7812114808945236,0.7805071315372425,0.7814756119035041,0.7812995245641838,0.7845571403416094,0.779626694840641,0.7764571227328755,0.7807096319774608,0.0024409065395396496,0.6897100764588175,0.6954783395015202,0.7033877491933815,0.6638886590722487,0.6468931964769381,0.7177300993811421,0.6701825815733315,0.6889537615328977,0.6941400422842615,0.685833901479855,0.6856198406954394,0.0193771726374544,19,0.7831188002782224,0.7773601912578856,0.7761019304765897,0.7789744643634098,0.7787128427041508,0.7794834586339687,0.779426352303845,0.7828169315581806,0.7774417783286252,0.7744787643848732,0.778791551428975,0.0025603710676582207
0.0893822431564331,0.02239501095397812,0.10905663967132569,0.01846882542166132,euclidean,8,distance,"{'model__metric': 'euclidean', 'model__n_neighbors': 8, 'model__weights': 'distance'}",0.6957210776545166,0.7091917591125199,0.7258320126782885,0.6703645007923931,0.6426307448494454,0.7305863708399366,0.6798732171156894,0.7020602218700476,0.7155309033280507,0.6822503961965135,0.6954041204437401,0.025747774719069767,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.692477179762279,0.7050220220154142,0.7206045124958115,0.6652187633314639,0.6390962023356958,0.7303889865645738,0.6749181061871897,0.6966745136891166,0.7093141558332059,0.679487911109135,0.6913202353323885,0.025967543900672033,17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.09072792530059814,0.02592498006779709,0.14390716552734376,0.030545044398086568,euclidean,10,uniform,"{'model__metric': 'euclidean', 'model__n_neighbors': 10, 'model__weights': 'uniform'}",0.6846275752773375,0.6973058637083994,0.7091917591125199,0.6671949286846276,0.6576862123613312,0.7321711568938193,0.6664025356576863,0.6925515055467512,0.7028526148969889,0.6838351822503962,0.6893819334389857,0.02134466200612758,20,0.7761049480542349,0.7751364676879733,0.7702060221870047,0.7731114632857897,0.772671244937489,0.7710864588836063,0.7690614544814228,0.7745201620003521,0.772671244937489,0.76738862475788,0.7721958091213241,0.002621928065276875,0.6808126878934102,0.6949550559364222,0.7031758978321975,0.6626203343285109,0.6558302561563837,0.7284706061429995,0.6605307247166868,0.6848174988782608,0.7003556888797754,0.6815879651974972,0.6853156715962145,0.02129234226134071,21,0.7739976709483641,0.7729745439470982,0.7673736011472657,0.7707619677849015,0.7703210834321952,0.7682059545443647,0.76663091472807,0.7723014072823481,0.7701191446267223,0.764680273022405,0.7697366561463734,0.0028266047825152504
0.06477797031402588,0.006085751450415708,0.09883353710174561,0.002475851065517276,euclidean,10,distance,"{'model__metric': 'euclidean', 'model__n_neighbors': 10, 'model__weights': 'distance'}",0.6901743264659271,0.7123613312202852,0.7234548335974643,0.6751188589540412,0.6521394611727417,0.7282091917591125,0.6798732171156894,0.6925515055467512,0.7155309033280507,0.6901743264659271,0.6959587955625991,0.0226714432485766,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6860359988752351,0.7090229058739611,0.7180747171472662,0.6705855817264111,0.6475962658565072,0.727727126358227,0.6746903699331136,0.6853341524365995,0.7104589430338829,0.6874962844519351,0.6917022345693139,0.02327256364855116,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.09354324340820312,0.030051435586626186,0.14300191402435303,0.02355149905270056,euclidean,12,uniform,"{'model__metric': 'euclidean', 'model__n_neighbors': 12, 'model__weights': 'uniform'}",0.6814580031695721,0.687797147385103,0.7107765451664025,0.6759112519809826,0.6600633914421553,0.7250396196513471,0.6862123613312203,0.6949286846275753,0.7020602218700476,0.6917591125198098,0.6916006339144216,0.017301770644997914,18,0.7673005810882197,0.7658038387039972,0.7613136115513295,0.7626342665962317,0.7622820919175911,0.760433174854728,0.7623701355872513,0.7632505722838528,0.7656277513646769,0.7597288254974467,0.7630744849445324,0.0023334064128864144,0.6783047695627064,0.6871282118193005,0.7051310022301792,0.6717451520969908,0.6581932391599992,0.7213867754553408,0.6792232719723488,0.6873492767927984,0.7006645722945669,0.6892420259253825,0.6878368297309614,0.0170137907672081,18,0.7650936405725879,0.7633771935052438,0.7585508431103383,0.7598421539135899,0.759401175174449,0.7573373132470641,0.7594300232972702,0.7608164519271636,0.7630249501245412,0.7567439805836181,0.7603617725455867,0.002576018873918029
0.07603588104248046,0.009749736506475025,0.10567982196807861,0.006161668449718745,euclidean,12,distance,"{'model__metric': 'euclidean', 'model__n_neighbors': 12, 'model__weights': 'distance'}",0.6854199683042789,0.7020602218700476,0.7250396196513471,0.6814580031695721,0.6600633914421553,0.7234548335974643,0.6854199683042789,0.6988906497622821,0.7123613312202852,0.6925515055467512,0.6966719492868463,0.01908927265559283,12,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6813431348234305,0.7002914749251578,0.7212887141487594,0.6773194283222888,0.6560432463830482,0.7223524541612001,0.6788545918992853,0.6919042393807919,0.7079206326836964,0.6895715754022242,0.6926889492129882,0.01974146170500605,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.06763207912445068,0.012786474093471528,0.13411953449249267,0.012449720213869118,euclidean,15,uniform,"{'model__metric': 'euclidean', 'model__n_neighbors': 15, 'model__weights': 'uniform'}",0.6751188589540412,0.6980982567353408,0.7012678288431062,0.6759112519809826,0.650554675118859,0.7234548335974643,0.6798732171156894,0.6988906497622821,0.7036450079239303,0.6901743264659271,0.6896988906497622,0.019116882072946085,19,0.7551505546751188,0.752333157245994,0.7521570699066737,0.7521570699066737,0.7521570699066737,0.7530375066032752,0.7518048952280331,0.7555907730234196,0.7555027293537595,0.7522451135763338,0.7532135939425955,0.0014737784475207505,0.6716336891228515,0.6961850776684491,0.6969937522291231,0.6709874276935095,0.6480435894121153,0.7202793047961586,0.6733616936103857,0.691925654537564,0.6998738721061306,0.6865815443401715,0.6855865605516459,0.019126107345842292,20,0.752547613891126,0.7491828360055904,0.7499689906868819,0.7491534503916414,0.7493740184904052,0.7502523484014175,0.7489990987096651,0.7528459887972331,0.7528406512141294,0.7494619392116627,0.7504626935799752,0.0015378766135399175
0.07373905181884766,0.012582826945425188,0.10827341079711914,0.006611853424546444,euclidean,15,distance,"{'model__metric': 'euclidean', 'model__n_neighbors': 15, 'model__weights': 'distance'}",0.6838351822503962,0.7004754358161648,0.7131537242472267,0.6830427892234548,0.659270998415214,0.7305863708399366,0.6782884310618067,0.6980982567353408,0.7115689381933439,0.7012678288431062,0.6959587955625992,0.01940004052389534,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.679721712278164,0.6987989450910402,0.7091176902836587,0.6779050087727809,0.6557511700887638,0.7285322694067082,0.6719268388231843,0.6905198516587233,0.7067905980239206,0.6982278652440082,0.6917291949670952,0.019997969548178448,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
